PM2_5,NO2,CO,SO2,O3,AQI
132.69,92.32,1.28,28.06,91.78,298.0
30.98,27.85,1.02,11.99,31.02,105.0
11.61,16.7,0.5,16.28,31.19,39.0
56.6,36.18,1.13,8.35,35.4,111.0
21.32,33.71,0.87,10.42,33.52,82.0
14.04,18.92,0.26,5.94,13.99,30.0
42.09,31.8,0.63,14.56,62.06,139.0
26.32,31.53,0.51,5.34,20.74,67.0
101.94,56.82,1.76,20.84,50.86,263.0
106.37,76.36,1.23,14.93,42.54,241.0
70.48,59.98,1.19,20.89,49.6,150.0
39.63,33.83,0.45,5.14,24.63,79.0
12.92,12.69,0.36,11.3,12.22,38.0
12.25,13.24,0.45,10.82,17.08,40.0
42.06,20.56,0.8,9.54,46.81,205.0
41.46,38.18,0.66,6.42,20.19,84.0
34.0,24.27,0.83,10.06,43.77,71.0
99.34,50.23,1.58,15.81,36.64,192.0
28.04,10.94,0.42,14.11,62.85,96.0
52.93,42.35,0.77,6.46,88.11,152.0
140.13,39.57,1.43,10.33,15.56,265.0
18.32,14.66,0.35,5.62,21.07,44.0
32.51,24.88,0.57,8.09,25.58,56.0
41.44,9.64,0.75,5.85,38.46,98.0
48.68,32.48,1.22,20.24,25.74,144.0
8.61,25.18,0.11,7.24,12.0,37.0
113.2,49.25,1.74,21.2,63.88,334.0
51.22,19.88,0.81,13.28,47.71,122.0
24.3,20.85,0.5,2.71,18.67,64.0
33.92,30.6,0.93,8.24,30.97,103.0
114.27,53.83,1.41,17.65,39.21,284.0
114.41,66.87,1.25,23.79,47.37,271.0
37.02,14.36,0.52,6.8,47.17,95.0
177.53,28.78,1.37,3.44,23.38,335.0
353.58,16.83,1.17,9.43,38.86,510.0
42.23,32.32,0.74,14.82,13.43,102.0
118.1,59.79,1.04,14.76,35.86,260.0
42.27,30.69,0.66,8.99,32.18,102.0
25.61,41.37,0.64,12.44,17.83,105.0
33.78,11.47,0.68,23.06,26.71,96.0
327.04,64.8,3.32,19.95,36.5,485.0
94.38,10.38,0.42,15.79,40.21,184.0
39.96,15.98,0.75,11.8,43.77,75.0
26.17,36.83,0.54,11.83,24.5,79.0
28.17,38.75,1.03,32.12,28.17,90.0
158.04,70.52,0.3,70.39,10.79,199.0
68.06,45.84,0.71,6.27,34.76,130.0
183.35,39.88,9.02,4.21,25.34,362.0
57.44,60.75,0.68,16.45,27.8,117.0
31.39,27.73,0.56,5.45,48.87,98.0
42.0,29.43,0.85,10.01,5.92,100.0
21.33,34.56,0.58,9.37,29.44,88.0
21.05,14.29,0.7,12.85,24.81,45.0
74.16,10.78,0.82,18.45,17.24,121.0
150.15,58.46,1.51,14.21,34.75,307.0
66.96,57.58,0.8,13.19,27.56,154.0
214.73,41.72,1.17,6.44,12.38,395.0
16.34,8.53,0.31,7.94,42.03,82.0
47.11,40.23,1.29,11.3,9.01,91.0
39.61,24.55,0.72,5.77,13.42,82.0
63.71,16.23,0.81,13.26,73.47,133.0
10.33,15.27,0.11,4.17,33.02,55.0
44.09,35.83,0.62,8.65,35.2,122.0
11.71,8.06,0.53,16.01,39.34,47.0
16.29,10.6,0.76,17.75,17.0,69.0
50.79,23.98,0.57,5.21,24.25,86.0
63.19,13.46,0.98,12.61,65.38,141.0
129.34,25.66,10.19,6.78,18.18,292.0
13.28,8.79,0.5,10.54,12.43,39.0
37.03,9.96,1.1,5.59,24.56,123.0
73.23,47.57,0.78,10.72,45.84,142.0
69.51,63.8,0.0,7.19,48.08,156.0
41.38,32.85,0.7,4.84,37.7,80.0
26.44,19.64,0.46,4.77,25.89,60.0
74.29,60.15,0.85,19.3,25.32,146.0
59.44,40.89,0.41,20.04,32.84,94.0
42.84,10.04,0.78,9.2,12.92,72.0
112.13,44.25,1.26,10.02,29.22,244.0
75.35,45.3,7.73,13.08,49.21,293.0
69.21,31.36,1.04,10.41,28.65,150.0
33.67,41.48,0.61,14.04,6.21,110.0
63.68,20.25,0.97,5.27,40.9,151.0
73.03,50.4,0.78,8.17,40.43,148.0
35.64,46.06,0.63,19.68,26.85,105.0
25.62,34.25,0.63,7.67,9.32,108.0
36.17,11.67,0.39,6.39,36.97,70.0
135.89,39.22,2.07,11.24,18.16,261.0
46.01,15.01,0.82,7.97,12.24,95.0
88.95,45.83,1.49,18.17,41.43,215.0
213.12,50.13,1.46,20.55,34.52,404.0
59.61,33.95,0.53,12.91,34.28,141.0
11.19,11.89,0.42,9.68,21.26,38.0
56.68,33.26,0.1,8.26,66.91,120.0
9.79,11.9,0.65,14.02,30.06,74.0
101.25,55.16,1.51,21.93,52.97,231.0
49.86,60.23,0.92,20.36,39.46,108.0
60.17,92.33,0.59,27.92,25.99,97.0
27.21,7.2,0.53,9.63,34.72,69.0
128.67,64.68,2.04,18.82,26.28,289.0
13.07,16.86,0.23,4.67,52.04,94.0
21.45,25.67,0.81,10.88,22.48,63.0
118.57,51.82,1.18,12.08,33.75,277.0
62.79,47.79,0.68,4.32,35.52,127.0
36.97,36.46,0.74,2.78,51.42,103.0
97.63,29.16,1.14,10.79,72.47,298.0
32.61,11.68,0.36,2.74,34.14,67.0
84.57,45.36,1.21,9.91,64.05,202.0
18.3,13.58,0.46,2.49,23.59,46.0
124.61,57.63,1.25,8.98,16.81,242.0
67.69,46.08,0.84,8.69,50.19,140.0
26.02,20.95,0.52,15.99,75.1,90.0
107.24,66.31,1.0,15.01,48.21,242.0
20.31,12.76,0.41,7.54,61.59,96.0
43.56,38.18,0.72,12.45,22.29,130.0
42.41,18.12,1.19,3.49,29.83,169.0
87.04,29.9,1.42,3.54,18.71,232.0
62.16,41.2,0.38,47.38,70.1,116.0
55.66,41.72,0.93,13.78,17.41,121.0
35.28,22.05,0.38,5.35,33.42,76.0
12.68,3.7,0.4,15.89,31.62,41.0
71.07,25.0,0.1,8.33,79.04,140.0
42.01,8.87,0.28,5.79,24.41,77.0
67.36,37.39,1.16,12.87,46.26,161.0
182.47,51.64,1.58,11.95,23.72,296.0
73.35,42.68,1.29,15.82,59.78,190.0
58.01,46.63,1.71,13.26,20.18,152.0
85.15,61.55,0.07,11.86,90.8,230.0
33.79,14.88,0.68,10.67,66.92,105.0
29.34,21.73,0.1,5.69,64.01,110.0
75.11,12.5,1.02,8.71,19.6,128.0
55.63,42.61,0.18,27.37,35.6,156.0
96.83,25.65,0.11,16.54,117.21,201.0
17.0,11.2,0.82,8.51,29.45,59.0
81.93,43.85,1.1,16.95,44.89,177.0
35.88,34.98,0.98,9.19,28.92,103.0
56.3,21.9,0.91,7.56,55.27,150.0
48.98,33.93,0.5,7.78,22.86,101.0
37.32,11.66,0.09,15.59,28.21,56.0
24.66,26.52,0.29,8.85,18.68,68.0
36.17,12.44,0.94,8.45,27.24,98.0
48.44,25.05,0.48,4.99,21.32,110.0
65.61,9.0,0.7,4.15,62.43,148.0
103.44,21.93,1.22,10.39,53.34,257.0
47.02,35.07,0.17,8.66,54.3,114.0
40.35,29.75,0.43,6.6,35.27,97.0
31.79,59.83,0.82,2.56,13.11,149.0
35.6,21.84,0.77,10.94,12.72,97.0
39.79,15.71,0.82,5.91,57.47,121.0
75.13,42.04,0.75,10.91,35.6,147.0
38.02,32.18,0.86,25.47,26.91,81.0
64.92,60.75,1.23,13.5,33.92,118.0
41.82,27.4,0.6,7.03,46.78,112.0
116.67,54.7,1.18,24.78,60.65,266.0
11.23,5.27,0.27,5.08,25.59,44.0
39.7,23.7,0.85,11.71,33.92,105.0
77.57,19.15,9.48,5.18,23.09,216.0
85.47,23.75,0.76,11.8,25.7,206.0
28.38,4.85,0.37,3.45,31.95,54.0
46.06,11.25,0.62,6.88,11.38,101.0
45.86,45.36,0.9,8.34,36.09,100.0
39.18,54.95,0.97,18.97,21.48,101.0
65.15,33.27,0.01,3.23,21.4,130.0
25.06,9.19,0.53,6.39,24.63,48.0
22.27,18.8,0.52,3.85,23.79,61.0
44.73,21.49,0.53,5.38,53.87,104.0
96.62,29.04,9.59,6.66,29.01,229.0
125.53,64.73,8.84,18.02,65.08,406.0
48.55,45.48,0.43,19.26,27.61,106.0
107.83,46.0,1.2,12.53,30.36,264.0
78.39,11.11,0.61,8.67,11.23,122.0
24.23,6.96,0.29,8.82,38.78,71.0
63.73,60.81,0.29,30.48,62.7,126.0
32.21,28.37,0.39,4.61,28.54,80.0
71.8,30.64,1.18,31.52,83.67,139.0
61.79,68.61,0.37,45.32,50.84,104.0
25.62,25.52,0.77,3.24,28.08,84.0
72.21,26.12,2.16,3.34,25.49,122.0
41.23,40.65,1.01,2.47,25.53,100.0
83.13,51.31,0.0,17.22,45.33,180.0
53.81,49.93,0.92,7.22,45.08,107.0
42.06,23.02,0.95,10.11,57.33,153.0
123.26,11.76,1.02,9.04,14.22,297.0
21.22,42.49,0.83,17.44,9.42,74.0
21.85,31.72,0.98,28.09,18.39,78.0
44.65,32.65,1.01,6.99,53.31,147.0
33.02,9.18,0.28,5.25,16.48,56.0
67.61,51.88,0.95,2.85,26.42,154.0
30.48,12.79,1.68,15.52,9.25,134.0
42.73,37.04,0.66,24.68,46.0,101.0
30.77,29.56,0.58,4.31,26.68,85.0
13.53,11.42,0.18,3.8,33.12,72.0
42.04,34.62,1.07,9.64,34.34,119.0
34.94,36.88,0.62,5.85,21.51,62.0
17.74,11.56,0.76,6.7,22.1,60.0
8.99,11.77,0.37,4.02,18.19,42.0
35.93,4.31,0.67,13.91,41.74,116.0
146.01,55.88,0.93,24.42,34.88,338.0
20.82,8.81,0.68,5.7,21.35,64.0
40.32,11.3,0.5,7.57,24.35,62.0
91.41,14.2,0.66,7.77,5.84,149.0
73.68,57.35,0.92,11.26,44.83,167.0
30.74,16.64,0.89,62.24,37.59,97.0
57.48,27.24,0.97,15.87,50.33,119.0
63.54,72.33,1.74,22.0,41.06,116.0
26.12,34.39,0.88,10.89,6.41,113.0
45.77,15.24,0.45,13.53,16.28,67.0
62.67,73.53,0.45,39.57,74.29,160.0
22.37,10.67,0.64,6.33,22.14,59.0
38.6,31.56,0.45,6.9,21.57,79.0
27.25,41.73,0.54,12.32,16.69,85.0
39.01,32.84,0.58,5.26,34.99,102.0
68.0,33.52,1.22,10.82,32.05,160.0
21.61,15.94,0.91,9.9,43.77,52.0
89.34,46.26,1.03,18.99,38.02,169.0
67.8,32.8,1.03,18.96,62.34,196.0
38.35,21.18,0.72,8.3,27.25,96.0
78.08,10.88,0.96,10.46,13.97,146.0
18.81,14.69,0.73,7.44,27.1,77.0
37.27,11.54,0.47,6.96,18.45,60.0
17.09,24.89,0.31,6.07,14.98,48.0
129.9,52.55,1.72,15.17,52.25,331.0
76.03,35.4,0.71,13.24,41.27,145.0
107.98,8.57,0.56,15.87,19.54,234.0
22.12,15.75,0.34,7.32,41.67,74.0
49.2,16.7,0.69,15.37,44.06,120.0
24.0,10.56,0.09,6.6,15.08,55.0
47.72,4.3,0.54,9.55,22.98,108.0
29.65,14.02,0.4,4.57,20.27,64.0
64.66,53.92,1.28,18.9,53.59,163.0
64.65,40.41,1.01,8.72,15.53,201.0
88.3,41.81,1.08,15.41,46.28,179.0
17.15,28.43,0.48,16.84,20.28,55.0
68.81,12.03,0.67,4.36,16.48,125.0
10.23,10.19,0.5,12.47,19.36,40.0
31.93,15.65,0.37,3.28,31.57,72.0
244.78,82.74,2.09,29.19,99.91,407.0
39.14,9.24,0.69,6.7,8.2,88.0
17.45,13.91,0.46,9.38,50.42,110.0
159.54,22.56,9.01,7.05,18.56,338.0
66.09,24.47,7.29,8.34,43.23,262.0
96.83,37.91,0.76,18.61,39.92,133.0
76.44,40.9,1.06,20.02,54.0,269.0
226.35,65.3,2.67,18.08,39.85,389.0
18.69,21.06,0.11,7.19,24.62,74.0
54.95,87.44,0.53,23.06,26.69,100.0
73.45,35.18,0.57,47.02,58.59,118.0
57.61,4.3,0.71,11.66,19.64,98.0
31.28,13.15,0.81,19.56,40.48,78.0
118.9,70.81,1.93,23.72,55.91,267.0
41.64,15.97,0.69,4.67,16.48,66.0
20.98,10.58,0.38,8.5,47.9,121.0
26.75,32.96,0.79,27.0,19.97,68.0
49.09,30.44,1.17,9.06,59.09,146.0
151.43,50.75,1.29,14.64,36.29,310.0
81.71,74.7,1.03,18.7,37.16,178.0
4.65,8.44,0.48,12.34,35.22,44.0
11.06,13.9,0.42,3.3,17.55,34.0
55.96,11.15,1.13,3.89,46.22,125.0
23.03,22.47,0.17,14.85,28.27,75.0
117.2,52.2,1.19,16.11,33.98,293.0
42.44,25.56,0.51,4.91,33.3,91.0
39.32,35.72,0.54,4.09,27.44,82.0
29.98,34.16,0.72,13.16,33.09,128.0
39.98,30.46,0.47,4.75,25.95,77.0
72.83,54.01,1.12,6.59,69.33,124.0
45.19,28.51,1.02,10.53,19.58,132.0
76.27,56.0,0.15,29.88,56.97,165.0
67.55,33.71,0.77,10.05,60.2,175.0
19.06,29.19,0.43,4.63,18.99,57.0
31.38,31.63,0.91,21.64,16.3,74.0
63.41,37.87,0.59,41.97,50.88,136.0
14.52,24.38,0.27,6.46,17.72,54.0
13.07,8.59,0.46,6.09,29.05,78.0
20.96,12.27,0.39,3.36,27.4,49.0
65.64,51.57,1.15,6.01,13.71,127.0
122.88,54.87,0.27,22.97,68.6,310.0
50.47,14.84,0.92,7.48,26.05,90.0
11.88,6.59,0.55,11.69,29.66,77.0
101.83,42.02,1.15,21.6,62.02,266.0
36.27,9.6,0.79,5.97,22.35,99.0
60.26,41.85,0.59,5.07,34.63,120.0
59.08,35.01,1.1,12.59,47.49,206.0
13.91,24.16,0.37,14.02,44.59,61.0
26.09,15.61,0.34,2.1,27.77,56.0
58.41,42.14,0.69,8.35,83.84,129.0
31.45,8.29,0.84,6.59,19.06,121.0
39.35,39.29,0.73,11.27,28.48,107.0
121.12,53.69,1.62,17.27,44.88,268.0
68.87,48.12,0.88,8.56,42.31,133.0
47.77,43.66,0.97,2.73,24.79,119.0
66.66,71.79,1.53,21.3,63.94,126.0
64.2,45.06,0.87,10.5,45.85,125.0
66.57,16.47,0.76,18.45,37.24,110.0
37.19,35.18,0.61,9.98,45.82,93.0
40.46,26.2,0.73,9.2,16.56,117.0
84.0,35.47,0.85,9.23,27.88,177.0
58.57,11.8,0.69,8.39,8.28,110.0
58.46,35.49,0.54,6.17,40.27,120.0
25.6,24.85,0.39,5.8,29.68,68.0
426.52,54.76,1.06,36.85,41.14,497.0
72.74,17.02,1.14,10.42,28.54,147.0
20.93,21.44,0.52,8.94,13.74,86.0
15.91,23.59,0.11,8.48,37.58,79.0
71.06,31.92,1.05,10.02,71.86,160.0
15.64,21.03,0.32,5.87,15.58,54.0
39.81,18.72,0.68,4.64,16.48,72.0
103.58,54.93,1.72,11.41,47.52,266.0
33.24,10.16,0.37,6.76,15.75,73.0
58.94,80.37,0.94,21.12,49.87,182.0
74.69,53.17,1.35,9.43,19.29,194.0
38.7,39.01,0.6,14.53,20.53,82.0
11.17,26.2,0.34,23.89,26.88,40.0
50.21,36.48,0.97,11.2,32.23,114.0
40.74,33.3,0.63,12.61,25.08,117.0
73.44,40.44,1.04,13.29,51.01,216.0
28.31,24.83,0.54,6.69,31.12,85.0
60.07,46.53,0.54,17.26,23.73,124.0
36.44,10.57,0.82,4.84,25.14,99.0
40.35,18.93,0.53,23.95,45.97,93.0
32.08,30.99,0.69,5.04,50.4,78.0
54.32,9.71,0.67,4.71,17.76,154.0
67.13,9.39,0.97,8.22,46.11,164.0
15.68,20.61,0.5,5.82,21.15,85.0
137.28,7.93,1.03,8.39,36.15,316.0
18.72,6.06,0.67,13.03,28.03,78.0
144.73,37.42,1.87,7.78,12.17,318.0
79.3,46.42,1.12,11.9,60.39,221.0
62.25,70.43,1.3,12.91,41.99,129.0
33.0,9.26,0.58,16.56,34.64,64.0
70.25,47.54,1.21,21.51,48.59,196.0
77.72,43.19,1.19,18.26,65.33,275.0
46.87,42.39,0.74,5.68,46.02,98.0
12.14,20.54,0.26,6.46,14.86,38.0
85.53,43.12,1.15,10.72,40.51,167.0
8.84,14.13,0.09,13.04,31.16,60.0
68.32,30.42,1.53,5.1,12.65,129.0
50.88,67.8,1.1,22.37,36.26,129.0
37.14,20.89,0.35,1.96,32.21,88.0
31.92,8.01,0.69,10.86,32.52,87.0
95.05,46.23,1.22,16.33,34.9,241.0
27.49,29.4,0.57,10.65,17.22,71.0
88.14,67.71,1.33,21.88,43.0,151.0
24.29,21.72,0.73,11.11,23.89,76.0
48.5,29.47,0.63,10.74,37.63,112.0
41.79,17.65,0.63,14.1,29.21,77.0
28.43,27.3,0.4,5.92,62.99,82.0
21.86,19.35,0.45,19.19,31.87,55.0
11.61,15.09,0.38,4.14,19.3,51.0
21.66,38.42,0.64,7.02,28.86,101.0
9.21,30.52,0.11,7.41,10.54,59.0
75.65,34.31,1.1,9.75,106.51,162.0
48.33,36.77,1.16,28.74,37.42,118.0
38.32,9.76,0.55,18.55,30.26,67.0
45.76,31.17,0.78,10.14,45.71,128.0
42.04,27.17,1.09,10.39,27.23,180.0
99.69,71.61,0.5,10.52,24.22,257.0
69.93,51.53,1.5,14.76,37.05,196.0
39.26,13.75,0.71,7.47,16.45,59.0
42.52,34.22,0.75,11.72,42.33,146.0
145.97,62.84,2.26,15.08,44.92,369.0
50.87,45.19,0.59,11.42,26.9,106.0
103.52,78.17,1.66,3.32,19.76,237.0
24.44,12.27,0.54,15.16,30.12,48.0
35.14,16.91,0.6,9.75,12.35,82.0
256.33,75.89,2.95,22.38,46.33,398.0
28.28,74.51,0.27,16.38,14.26,85.0
36.68,9.43,0.7,9.77,15.12,112.0
106.26,42.88,1.0,14.34,43.87,317.0
11.2,12.95,0.62,17.81,31.9,42.0
16.52,3.14,0.61,8.92,39.57,101.0
52.42,48.69,1.23,11.47,18.65,115.0
7.35,6.38,0.46,11.57,21.64,66.0
20.66,15.05,0.37,5.23,26.68,53.0
32.44,19.07,0.68,7.75,21.52,78.0
47.56,12.95,0.93,5.36,35.93,95.0
28.07,25.87,0.5,2.65,18.13,60.0
206.05,77.3,3.14,19.9,52.9,396.0
61.08,42.91,1.1,9.59,52.91,187.0
32.21,17.33,0.6,11.81,24.84,105.0
181.74,52.45,1.57,15.49,27.11,331.0
50.52,63.89,0.65,15.29,26.79,104.0
50.35,30.4,1.07,4.31,31.44,110.0
133.53,45.33,1.36,24.36,52.82,302.0
41.63,34.6,0.44,7.95,32.13,101.0
63.16,13.16,0.77,7.94,100.91,166.0
78.32,26.0,0.14,26.96,117.44,197.0
41.19,25.88,0.65,4.18,28.71,82.0
44.71,10.76,0.79,9.81,26.84,106.0
76.47,56.43,1.38,15.05,45.82,172.0
49.96,17.61,0.84,17.42,59.55,128.0
31.49,8.93,0.64,19.67,34.5,54.0
75.18,46.23,0.9,10.2,37.77,195.0
103.01,0.74,0.86,5.43,51.97,235.0
35.06,30.96,1.03,8.45,29.29,95.0
201.51,53.77,8.99,5.43,23.22,370.0
63.12,83.01,1.5,33.28,38.47,126.0
68.25,65.0,1.22,25.14,30.3,120.0
44.86,14.56,0.84,2.63,36.17,138.0
19.86,14.47,0.18,5.04,41.28,79.0
22.17,22.72,0.11,11.33,41.66,86.0
81.33,44.23,0.96,11.68,66.18,228.0
62.18,42.52,1.13,6.77,17.75,100.0
201.66,38.56,11.09,3.48,32.94,375.0
16.73,16.05,0.44,9.02,20.11,47.0
44.65,39.07,0.81,8.34,40.93,106.0
110.11,59.59,0.91,19.06,16.94,217.0
16.74,17.67,0.49,15.32,9.97,49.0
114.13,57.51,1.34,17.78,53.43,303.0
69.96,35.52,0.84,9.78,37.99,157.0
33.85,38.45,0.57,6.42,25.02,79.0
15.96,13.46,0.39,5.51,18.62,44.0
75.3,49.2,1.12,11.01,15.58,158.0
16.91,27.03,0.3,7.1,25.21,60.0
12.05,29.88,0.59,13.78,23.41,66.0
20.14,7.85,0.49,18.35,26.21,47.0
37.71,52.1,0.7,5.59,26.59,90.0
59.6,33.96,0.78,6.52,91.09,122.0
29.19,35.22,0.94,5.22,27.72,98.0
42.46,12.17,0.73,17.09,55.17,82.0
241.61,88.74,2.6,19.65,113.35,440.0
252.57,59.12,1.59,18.15,39.65,403.0
73.18,46.1,0.61,8.93,43.56,153.0
47.15,29.71,0.15,7.18,43.12,103.0
262.68,77.9,2.35,18.07,34.75,411.0
57.06,38.29,0.28,8.7,33.69,112.0
53.32,11.47,0.64,15.37,53.9,103.0
40.67,1.72,0.99,13.4,32.02,130.0
27.65,26.37,0.46,6.32,30.88,67.0
58.44,47.2,0.68,6.19,26.5,105.0
92.93,3.08,1.39,3.69,18.47,227.0
59.13,56.36,1.08,11.91,13.25,153.0
38.44,21.35,0.51,5.07,29.02,74.0
69.43,55.38,1.45,13.62,52.9,167.0
38.85,11.53,0.39,11.45,18.75,94.0
27.28,9.42,0.57,19.49,28.25,48.0
59.64,12.12,0.77,17.53,57.26,96.0
34.8,36.6,0.15,4.51,53.61,86.0
53.02,35.56,0.79,6.94,57.23,124.0
23.77,33.73,1.09,37.9,24.9,101.0
188.2,60.29,16.23,8.65,36.54,365.0
79.18,60.89,1.0,17.34,58.03,174.0
38.76,29.49,1.04,11.26,9.43,101.0
179.17,46.83,1.13,16.01,56.79,344.0
74.08,8.34,0.53,5.85,42.98,132.0
72.53,8.3,0.48,5.72,42.48,134.0
36.17,23.85,0.83,4.73,17.71,112.0
95.58,37.37,1.2,12.68,36.4,195.0
119.24,30.99,0.89,12.08,61.05,444.0
48.86,58.18,0.45,46.34,45.44,103.0
82.05,65.66,1.26,15.01,57.5,180.0
41.37,10.38,0.61,35.25,32.36,98.0
78.01,41.45,0.68,7.12,42.72,151.0
51.81,36.12,0.83,15.92,17.11,98.0
12.96,11.87,0.36,6.52,19.4,47.0
46.64,39.75,0.57,5.81,33.16,114.0
46.56,33.57,0.68,7.62,41.11,112.0
27.18,8.96,0.48,2.96,14.03,61.0
19.81,15.32,0.72,2.88,20.13,88.0
15.62,12.84,0.15,4.5,29.9,65.0
78.89,62.3,0.9,13.32,57.29,177.0
10.31,22.02,0.46,6.21,27.79,52.0
71.11,33.96,1.11,12.68,91.7,148.0
55.96,31.16,1.24,6.89,40.31,116.0
17.82,38.08,0.11,2.83,21.43,52.0
71.55,56.07,0.45,46.68,79.48,144.0
11.32,20.52,0.27,5.47,12.88,44.0
66.85,13.89,0.5,9.82,21.56,147.0
19.93,20.31,0.94,15.79,35.97,90.0
55.54,13.71,0.81,7.78,67.79,130.0
47.29,16.36,0.01,3.85,9.04,119.0
16.62,29.33,0.11,6.27,6.48,51.0
51.09,47.2,0.59,10.01,28.8,116.0
57.09,15.8,0.78,9.56,35.44,79.0
120.2,57.3,1.02,15.43,96.41,280.0
18.52,8.04,0.5,9.45,15.24,77.0
38.84,40.59,0.57,17.4,54.87,105.0
77.77,46.8,0.83,10.52,56.84,163.0
16.91,22.84,0.74,8.85,22.84,68.0
38.41,12.88,0.8,6.71,30.15,115.0
71.62,38.41,0.62,10.45,18.86,124.0
20.4,39.65,0.63,14.86,11.36,80.0
31.87,9.74,1.06,20.38,19.92,76.0
86.5,42.0,0.15,11.85,73.09,159.0
29.42,27.89,0.92,8.22,26.67,75.0
63.18,23.13,0.97,9.11,30.81,312.0
25.72,8.99,0.65,3.55,17.96,73.0
48.33,32.24,0.91,6.97,59.66,132.0
12.88,9.92,0.69,12.43,29.66,86.0
146.1,30.53,3.08,6.11,44.48,317.0
84.04,52.04,1.33,23.71,50.32,256.0
43.86,47.11,1.55,11.53,23.24,120.0
47.43,23.01,1.07,8.49,12.91,127.0
79.76,40.92,0.17,8.51,73.17,156.0
41.05,22.99,0.96,14.02,50.57,100.0
72.66,19.13,0.01,7.15,12.12,121.0
43.03,22.68,1.42,24.33,26.36,100.0
18.15,10.58,0.62,21.48,15.92,57.0
24.76,8.31,0.65,10.76,32.52,104.0
17.93,19.92,0.51,4.42,17.22,46.0
82.35,54.91,1.05,8.89,76.15,158.0
43.16,28.73,0.8,9.67,31.72,126.0
65.46,26.08,0.78,9.48,28.1,228.0
52.58,15.55,0.68,10.76,64.78,80.0
65.82,61.45,1.3,20.59,54.43,175.0
27.13,12.98,0.48,20.2,39.74,60.0
48.22,19.63,0.79,9.13,14.79,112.0
67.12,45.12,0.67,6.04,30.64,133.0
54.78,12.8,0.48,18.35,17.0,106.0
28.48,19.44,0.21,5.7,32.82,102.0
55.88,33.46,0.91,8.25,36.23,133.0
35.47,9.47,0.3,5.48,20.87,64.0
22.86,15.6,0.33,3.46,24.76,62.0
69.02,29.42,0.93,6.61,110.02,157.0
33.82,31.63,0.84,11.13,29.2,96.0
161.92,29.77,1.42,8.13,13.67,331.0
67.35,46.81,1.13,10.98,68.81,218.0
30.55,16.56,0.76,3.89,63.31,93.0
142.82,78.5,2.09,17.89,65.07,329.0
22.09,9.6,0.68,9.51,29.78,85.0
23.97,9.83,0.3,7.64,32.07,58.0
129.23,77.28,1.66,17.57,59.46,306.0
23.78,8.07,0.49,21.65,27.22,48.0
61.33,50.59,0.17,29.93,41.21,145.0
30.39,32.32,1.03,8.0,48.99,119.0
55.86,29.15,0.78,11.12,35.01,135.0
51.29,32.05,0.55,9.21,13.14,72.0
78.53,65.58,1.25,9.44,44.32,164.0
24.49,24.04,0.68,4.84,51.51,87.0
15.67,12.72,0.04,3.3,31.75,39.0
55.18,20.11,0.91,19.08,58.57,123.0
36.25,17.79,0.4,2.88,26.32,76.0
42.4,30.66,0.54,3.71,35.3,112.0
49.55,51.42,0.71,11.62,32.89,98.0
16.85,9.88,0.44,18.3,36.72,44.0
50.49,40.32,1.3,8.36,28.57,130.0
33.05,31.04,0.64,5.79,50.32,96.0
60.06,30.62,0.64,6.83,27.21,122.0
25.81,27.12,1.77,18.84,18.82,86.0
144.04,57.05,1.73,11.15,49.32,383.0
170.21,48.25,1.23,9.59,30.21,354.0
62.97,67.64,1.19,26.49,30.0,109.0
82.39,45.09,1.5,11.8,53.1,290.0
71.44,37.42,1.5,12.78,35.24,151.0
54.74,62.77,0.33,38.49,40.87,96.0
74.8,65.84,1.45,23.61,57.99,191.0
85.82,46.9,0.86,8.61,30.81,178.0
40.41,3.96,0.55,9.97,28.6,71.0
23.73,23.77,0.85,6.88,5.09,80.0
30.78,35.75,0.54,4.75,30.05,89.0
52.12,43.52,0.58,9.77,29.47,86.0
101.93,43.64,1.01,13.1,44.65,193.0
163.64,37.25,10.59,5.31,28.38,349.0
47.17,37.12,0.63,13.77,29.1,90.0
168.87,54.04,1.55,19.82,47.64,344.0
118.38,49.86,1.41,13.52,39.96,315.0
15.91,2.04,0.4,13.09,33.05,64.0
24.36,41.02,0.43,10.52,16.46,100.0
40.37,35.95,0.71,3.05,34.06,116.0
81.48,47.86,1.54,8.66,21.95,209.0
62.5,51.51,0.74,20.09,32.22,136.0
66.86,8.69,0.74,6.42,41.35,113.0
43.05,9.64,0.78,6.51,74.51,171.0
97.62,52.53,1.58,9.77,64.01,286.0
45.73,49.46,0.11,12.25,32.93,148.0
61.03,39.5,0.08,11.45,61.91,120.0
20.48,17.47,0.52,3.08,39.28,58.0
22.15,8.36,0.89,16.45,25.08,71.0
66.79,63.82,0.94,22.51,31.99,132.0
12.39,19.18,0.36,5.11,38.66,60.0
28.22,9.31,0.27,12.54,21.49,70.0
24.34,9.82,0.54,5.44,16.52,45.0
14.44,6.91,0.45,2.86,20.51,60.0
55.99,17.75,0.85,8.71,11.89,109.0
186.18,32.87,9.54,6.65,29.97,454.0
11.21,17.24,0.32,5.75,25.66,39.0
78.63,63.36,1.1,6.31,21.54,184.0
22.03,21.12,0.51,3.34,20.2,53.0
90.07,20.88,0.86,11.91,8.73,218.0
33.55,40.73,0.68,14.65,11.12,132.0
27.95,8.96,0.5,5.53,17.22,52.0
54.26,25.96,0.78,15.17,46.48,127.0
78.47,23.04,8.6,4.07,27.1,271.0
